url,type,title,author,description
https://blog.medium.com/it-happened-on-medium-3d372b8d4606?gi=612d027a32c7,Web Page,It Happened on Medium,Matt Higginson,"2.After Fidel Castro’s passing, Senator Jeff Flake calls for a continued policy of engagement — not isolation — that will accelerate change in Cuba. 4. Senator Ben Sasse responds to analysis from…"
https://blog.medium.com/medium-for-nonprofits-7332563f169a?gi=9158d6244fc,Web Page,Medium for Nonprofits,Ariel Azoff,"Medium is an influencer-heavy platform, making it a natural place for your CEO or Executive Director or celebrity spokesperson to engage and promote the work of your organization. This is the…"
https://blog.medium.com/@ArielAzoff?gi=494d842093d6,Web Page,Ariel Azoff – 3 min read,,"Read writing from Ariel Azoff in 3 min read. Head of Social Impact Outreach @Medium. Every day, Ariel Azoff and thousands of other voices read, write, and share important stories on 3 min read."
https://blog.medium.com/it-happened-on-medium-9ee9d61c483?gi=318bbb1e3ad8,Web Page,It Happened on Medium,Jack Gerard,"2. Elizabeth Warren declares she will work with President-elect Trump if he wants to help middle-class families, but she and Democrats will fight bigotry and work to protect Americans’ human rights…"
https://blog.medium.com/in-case-you-missed-it-september-2016-3c67617b8450?gi=b2885c594c9,Web Page,In Case You Missed It: September 2016,Kate Lee,"Voices from the tech, business, and media worlds told readers where they stand in powerful ways during debate month. Two internet innovators took out their wallets to go to bat for the blues…"
https://blog.medium.com/@matthigginson?gi=177eb8088a3e,Web Page,Matt Higginson – 3 min read,,"Read writing from Matt Higginson in 3 min read. Head of politics & government affairs @medium. Every day, Matt Higginson and thousands of other voices read, write, and share important stories on 3 min read."
https://blog.medium.com/@jackgerard?gi=5e855e226822,Web Page,Jack Gerard – 3 min read,,"Read writing from Jack Gerard in 3 min read. conservative outreach @medium. Every day, Jack Gerard and thousands of other voices read, write, and share important stories on 3 min read."
https://blog.medium.com/in-case-you-missed-it-october-2016-97e5630d8f35?gi=cdb9efc0b614,Web Page,In Case You Missed It: October 2016,Kate Lee,Political leaders laid out panoramic visions as the timer to the presidential election ran down to its last few ticks. Chairman of the Joint Chiefs of Staff Gen. Joe Dunford explained how the…
https://medium.com/@chazhutton/following,Web Page,People followed by Chaz Hutton ⚔,,Chaz Hutton ⚔ follows 434 people on Medium.
https://blog.medium.com/it-happened-on-medium-e719c2f44e28?gi=82562982e4c3,Web Page,It Happened on Medium,Caroline McCain,1. Senator Bernie Sanders says that Wells Fargo is a perfect example of Wall Street’s corrupt business model. 2. Senator John Cornyn says that the president’s reasons for vetoing the Justice Against…
https://medium.com/@chazhutton/latest,Web Page,Chaz Hutton ⚔ – Latest,,"Latest stories published by Chaz Hutton ⚔ on Medium. I write stuff, draw stuff, design stuff, build stuff. https://instagram.com/instachaaz/"
https://medium.com/@chazhutton/followers,Web Page,People following Chaz Hutton ⚔,,5834 people follow Chaz Hutton ⚔ on Medium.
https://blog.medium.com/@ccmccain?gi=d36c1bc98871,Web Page,Caroline McCain – 3 min read,,"Read writing from Caroline McCain in 3 min read. VA→NC→DC. Conservative outreach at @Medium. Every day, Caroline McCain and thousands of other voices read, write, and share important stories on 3 min read."
https://medium.com/@chazhutton/the-magic-can-of-spaghetti-a04aae66a8f4,Web Page,The Magic Can of Spaghetti,Chaz Hutton ⚔,"So Steve worked for a while in the little bookshop, but eventually it closed because people bought all their books online. So Steve thought he’d write a children’s book, because that seemed to be…"
https://medium.com/@chazhutton/highlights,Web Page,Chaz Hutton ⚔ – Highlights,,"Stories highlighted by Chaz Hutton ⚔ on Medium. I write stuff, draw stuff, design stuff, build stuff. https://instagram.com/instachaaz/"
https://medium.com/@chazhutton/has-recommended,Web Page,Chaz Hutton ⚔ – Recommends,,"Stories recommended by Chaz Hutton ⚔ on Medium. I write stuff, draw stuff, design stuff, build stuff. https://instagram.com/instachaaz/"
https://medium.com/@chazhutton/re-concerning-the-office-end-of-year-party-b437115a4c5e,Web Page,re: Concerning The Office End-of-Year Party.,Chaz Hutton ⚔,"While I thoroughly enjoy my job here at [redacted] and have no cause for complaint when it comes to the general running of things (especially recently), I do have some concerns about the upcoming…"
https://medium.com/@chazhutton/how-to-build-a-raft-3c314e887dd1,Web Page,How to build a raft.,Chaz Hutton ⚔,"We started building furniture. The idea from the beginning was to build a raft, a big metaphorical one. After happily hitching a ride on a figuratively much larger, stable more seaworthy ship, I’d…"
https://medium.com/@JobsAtMedium/engineering-f7e2dee906be,Web Page,Engineering,Jobs @ Medium,"Medium’s engineers are anything but the textbook variety. Sure, they should be smart and fast, and demonstrate excellent technical knowledge to succeed at Medium. But even more, we are seeking…"
https://medium.com/@JobsAtMedium/design-b3b9c85daf69,Web Page,Design,Jobs @ Medium,"We are a small design team with large ambitions. We work closely with engineers, product managers, product scientists, and support. We make pixels and prototypes, but first and foremost, we research…"
https://medium.com/@JobsAtMedium/work-at-medium-f9925f45fcf3,Web Page,Work at Medium,Jobs @ Medium,Join us and move thinking forward. “Work at Medium” is published by Jobs @ Medium
https://medium.com/@JobsAtMedium/operations-8d432675094,Web Page,Operations,Jobs @ Medium,"For Medium to scale quickly and smoothly, we need an operations team that’s sharp, people-centered, and fearlessly future-minded. Operations creates programs and systems that strengthen our people…"
https://medium.com/@JobsAtMedium/partnerships-14a6b9351c99,Web Page,Partnerships,Jobs @ Medium,Our brand partnerships team works with world-class companies to help them make the most of Medium. Bringing together a diversity of talents and a richness of experience that spans both new and old…
https://blog.medium.com/all?gi=fc532ad7dc57,Web Page,3 min read – All stories,,The official Medium blog
https://medium.com/@JobsAtMedium/content-d7c4a4f310e8,Web Page,Content,Jobs @ Medium,"The Medium network is built on great writing done by real people. Millions of people have turned to Medium to comment, report, discuss, editorialize, argue, reminisce, review, entertain, explain…"
https://blog.medium.com/about?gi=e19b0948a145,Web Page,About 3 min read,,Read more about 3 min read. The official Medium blog.
https://medium.com/@JobsAtMedium/product-science-55d9e4c7983e,Web Page,Product Science,Jobs @ Medium,"The Medium platform delivers incredibly rich data that we use to constantly improve the product. Medium’s product scientists build the infrastructure for our internal data platform, run analyses to…"
https://medium.com/@JobsAtMedium/product-management-97049bd38822,Web Page,Product Management,Jobs @ Medium,"Medium’s product managers are creative and operational thinkers fueled by an entrepreneurial spirit. They have considerable impact on the company, collaborating with leadership to develop a shared…"
https://legal.medium.com/,Web Page,,,
https://medium.com/@JobsAtMedium/marketing-communications-3b29550de0b9,Web Page,Marketing & Communications,Jobs @ Medium,"We are looking for marketing and communications leaders who share our passion for what Medium is today and what it can be. Our audience is made up of dynamic, smart humans, and we strive to…"
https://brands.medium.com/,Web Page,,,
https://publishers.medium.com/,Web Page,,,
https://cdn-static-1.medium.com/_/fp/js/icons.eR1AJ_5I759hGrg36Jtvbg.js,Javascript,,,
https://medium.com/policy,Web Page,Medium Policy – Medium,,The Fine Print
https://developers.medium.com/,Web Page,,,
https://medium.com/@Medium,Web Page,Medium – Medium,,"Read writing from Medium on Medium. Everyone’s stories and ideas. Every day, Medium and thousands of other voices read, write, and share important stories on Medium."
https://medium.com/policy/mediums-data-logs-4d2f799a7d52,Web Page,Medium’s Data Logs – Medium Policy,Medium,"Server logs: Like most internet companies, our servers automatically record each request made when someone visits our sites uses our apps. We have two types of server logs: web proxies and…"
https://medium.com/policy/how-we-handle-do-not-track-requests-on-medium-f2b4b4fb7c5e,Web Page,How we handle Do Not Track requests on Medium – Medium Policy,Medium,"At Medium, we take privacy very seriously. While there’s no consensus on how to best honor Do Not Track (“DNT”) requests in browsers, we’ve spent a lot of time thinking about this question, and want…"
https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fme%2Fsettings&loginType=default,Web Page,Medium,,
https://medium.com/tag/privacy,Web Page,Privacy – Medium,,"Read writing about Privacy. Every day, thousands of voices read, write, and share important stories on Medium about Privacy."
https://blog.medium.com/management-and-organization-at-medium-2228cc9d93e9?gi=eb5bfd0dcb29,Web Page,Management and Organization at Medium,Andy Doyle,Medium aspires to empower individual voices and avoid the bureaucracy that often accompanies traditional organizational structures. As a result we have explored new management philosophies as we…
https://medium.com/tag/medium,Web Page,Medium – Medium,,"Read writing about Medium. Every day, thousands of voices read, write, and share important stories on Medium about Medium."
https://blog.medium.com/medium-is-not-a-publishing-tool-4c3c63fa41d2?gi=ddb1aed97854,Web Page,Medium is not a publishing tool,Ev Williams,"Twelve years ago, I was heading Blogger at Google and frustrated we kept losing users to our competitors, like Movable Type from Six Apart. A common phenomenon at the time was that people would start…"
https://help.medium.com/hc/en-us/requests/new?ticket_form_id=160277,Web Page,,,
https://medium.com/@highlights/highlights-of-the-day-32838eb7eac2,Web Page,The most highlighted Medium posts every day,Medium Highlights,Click on any image to read the entire post. “The most highlighted Medium posts every day” is published by Medium Highlights
https://medium.com/@stefenchow/why-every-father-should-bring-his-toddler-out-for-a-mini-adventure-be147d9490e7,Web Page,Why every father should bring his toddler out for a mini adventure.,Stefen Chow,"Sometime late last year, I found some spare time in my work schedule. My daughter was slightly more than 2 years old, and I noticed her awareness of her world has gotten more astute. I always have…"
https://medium.com/@Hipstercrite/dear-people-who-live-in-fancy-tiny-houses-21fdc639ce55,Web Page,DEAR PEOPLE WHO LIVE IN FANCY TINY HOUSES,Lauren Modery,"You look so freakin’ happy in that Dwell Magazine article or Buzzfeed post, but c’mon, you can’t tell me that you don’t lie awake at night, your face four inches from the ceiling because the only…"
https://medium.com/endless/the-cool-girl-trap-or-why-sexism-in-tech-isn-t-going-away-825b9a7642f5,Web Page,"The Cool Girl Trap: Or, Why Sexism in Tech Isn’t Going Away. – Endless Magazine",K.C. Garza,"My new art director, Neal, sat across from me, wiping a bit of pizza sauce from the sides of his mouth. The animator, Richard, sat to the right of him, and seemed to tense up anticipating the…"
https://medium.com/policy/mediums-bug-bounty-disclosure-program-34b1c80764c2,Web Page,Medium’s Bug Bounty Disclosure Program – Medium Policy,Medium Security,"The software security research community makes the web a better, safer place and we support their bug-hunting efforts with a bounty program. To be eligible, you must demonstrate a security compromise…"
https://medium.com/policy/medium-rules-30e5502c4eb4,Web Page,Medium Rules – Medium Policy,Medium,"Medium exists for people to share their opinions, thoughts, and ideas. People will inevitably write things other people don’t agree with. Sometimes this will enlighten. Other times it will frustrate…"
https://medium.com/@ev,Web Page,Ev Williams – Medium,,"Read writing from Ev Williams on Medium. Reader, writer, ponderer, father. CEO of Medium // @ev. Every day, Ev Williams and thousands of other voices read, write, and share important stories on Medium."
https://medium.com/policy/medium-username-policy-7054a77fb04f,Web Page,Medium Username Policy – Medium Policy,Medium,"Medium usernames are claimed on a first-come, first-served basis. A username can only be attached to one account at a time. We encourage you to remain active with your Medium account. This activity…"
https://medium.com/policy/mediums-trademark-policy-e3bb53df59a7,Web Page,Medium’s Trademark Policy – Medium Policy,Medium,People write about all kinds of things on Medium. Sometimes they reference companies or products. Sometimes they subtly (or not) promote brands. All fine by us. What Medium doesn’t allow is using…
https://medium.com/tag/terms-and-conditions,Web Page,Terms And Conditions – Medium,,"Read writing about Terms And Conditions. Every day, thousands of voices read, write, and share important stories on Medium about Terms And Conditions."
https://medium.com/policy/mediums-copyright-and-dmca-policy-d126f73695,Web Page,Medium’s Copyright and DMCA Policy – Medium Policy,Medium,"This policy explains how Medium responds to allegations of the unauthorized use of copyrighted images, text, or links to allegedly infringing materials under the Digital Millennium Copyright Act …"
https://medium.com/tag/terms,Web Page,Terms – Medium,,"Read writing about Terms. Every day, thousands of voices read, write, and share important stories on Medium about Terms."
https://medium.com/policy/amendment-to-medium-terms-of-service-applicable-to-u-s-government-users-fccb00db67d7,Web Page,Amendment to Medium Terms of Service Applicable to U.S. Government Users – Medium Policy,Medium,This agreement (“Amendment”) is an amendment to Medium’s Terms. It is between Medium and the U.S. Government and applies to the use of Medium Services by the Government. The reason for this Amendment…
https://medium.com/@theonlytoby/a-response-to-some-of-the-comments-on-my-last-essay-f7917146aebe,Web Page,A response to some of the comments on my last essay,Tobias Stone,"I wrote this essay mainly to organise thoughts in my head, and to share them with others. The aim is to provoke thought and debate, and I am glad I have done that. I don’t claim to be right, but do…"
https://medium.com/tag/brexit,Web Page,Brexit – Medium,,"Read writing about Brexit. Every day, thousands of voices read, write, and share important stories on Medium about Brexit."
https://medium.com/tag/history,Web Page,History – Medium,,"Read writing about History. Every day, thousands of voices read, write, and share important stories on Medium about History."
https://medium.com/@theonlytoby/following,Web Page,People followed by Tobias Stone,,Tobias Stone follows 551 people on Medium.
https://medium.com/tag/russia,Web Page,Russia – Medium,,"Read writing about Russia. Every day, thousands of voices read, write, and share important stories on Medium about Russia."
https://medium.com/@theonlytoby/followers,Web Page,People following Tobias Stone,,18951 people follow Tobias Stone on Medium.
https://medium.com/@theonlytoby/latest,Web Page,Tobias Stone – Latest,,"Latest stories published by Tobias Stone on Medium. Entrepreneur, Academic, Writer"
https://medium.com/@theonlytoby/has-recommended,Web Page,Tobias Stone – Recommends,,"Stories recommended by Tobias Stone on Medium. Entrepreneur, Academic, Writer"
https://medium.com/@theonlytoby/highlights,Web Page,Tobias Stone – Highlights,,"Stories highlighted by Tobias Stone on Medium. Entrepreneur, Academic, Writer"
https://medium.com/@theonlytoby/politics-is-no-longer-about-left-or-right-whos-side-are-you-on-now-1e42dce22585,Web Page,Politics is no longer about Left or Right. Who’s side are you on now?,Tobias Stone,"The People of Richmond in the UK have just fought the first battle of a new war. And they won, using new political weapons. We need to understand what happened here as it is the future. The voters of…"
https://medium.com/@theonlytoby/the-uk-is-having-the-very-fundamentals-of-its-democracy-challenged-by-shambolic-politicians-and-c84c7b95ea7e,Web Page,The UK is having the very fundamentals of its democracy challenged by shambolic politicians and…,Tobias Stone,"The reaction to the recent court ruling about triggering Article 50 was a low point in this already very low point of British politics. The problem with this issue, unlike many of the more accessible…"
https://medium.com/@theonlytoby/the-british-government-is-legislating-the-great-out-of-great-britain-f6eaa1f60df6,Web Page,The British Government is legislating the ‘Great’ out of Great Britain,Tobias Stone,"Like many British people, and indeed many people who are not British but living in my country, I am so angry about our current government that it becomes hard to express. I must say, before I begin…"
https://medium.com/@trentlapinski/following,Web Page,People followed by Trent Lapinski,,Trent Lapinski follows 617 people on Medium.
https://medium.com/@theonlytoby/responses,Web Page,Tobias Stone – Responses,,"Responses published by Tobias Stone on Medium. Entrepreneur, Academic, Writer"
https://medium.com/@trentlapinski/followers,Web Page,People following Trent Lapinski,,11703 people follow Trent Lapinski on Medium.
https://medium.com/@trentlapinski/latest,Web Page,Trent Lapinski – Latest,,Latest stories published by Trent Lapinski on Medium. Entrepreneur. Tech Executive. Growth Hacker. Business Developer. Technologist. Cyber Security. MysticLabs.com / WPdocker.com
https://medium.com/@trentlapinski/has-recommended,Web Page,Trent Lapinski – Recommends,,Stories recommended by Trent Lapinski on Medium. Entrepreneur. Tech Executive. Growth Hacker. Business Developer. Technologist. Cyber Security. MysticLabs.com / WPdocker.com
https://medium.com/@trentlapinski/responses,Web Page,Trent Lapinski – Responses,,Responses published by Trent Lapinski on Medium. Entrepreneur. Tech Executive. Growth Hacker. Business Developer. Technologist. Cyber Security. MysticLabs.com / WPdocker.com
https://medium.com/@trentlapinski/first-of-all-i-wrote-this-during-the-election-9f2025834277,Web Page,"First of all, I wrote this during the election.",Trent Lapinski,"First of all, I wrote this during the election. Why this is even in the main stream media again is beyond me. Hillary lost, and there’s no new evidence just like there wasn’t any evidence in October…"
https://medium.com/@trentlapinski/dear-silicon-valley-please-help-secure-and-automate-the-cloud-aa62ba304940,Web Page,"Dear Silicon Valley, Please Help Secure and Automate The Cloud",Trent Lapinski,"I just want to make my intention clear that I am trying to raise awareness for Stratus5 Cloudware, a startup that can solve many cyber security issues and help automate the cloud for startups and…"
https://medium.com/@trentlapinski/to-address-your-last-point-i-was-simply-implying-the-hypocrisy-of-wils-behavior-3273b85a119f,Web Page,"To address your last point, I was simply implying the hypocrisy of Wil’s behavior.",Trent Lapinski,"To address your last point, I was simply implying the hypocrisy of Wil’s behavior. One of the things the left argues about Trump is that he uses his status to bully others, so I was pointing out that…"
https://medium.com/@sytereitz/trent-8a0d5d14a018,Web Page,Trent-,Syte Reitz,"The very progressives who oppose torture so passionately (as do most conservatives) seem to think that psychological and mental torture, as well as social destruction of an opponent, are just fine…"
https://medium.com/@schukin/propaganda-goes-both-ways-and-the-russians-are-particularly-good-at-it-24138a072bd1,Web Page,"Propaganda goes both ways, and the Russians are particularly good at it.",Dave Schukin,"Healthy skepticism is good. This reads as a Trump propaganda piece, that views anything from Wikileaks as messianic, and anything else as false propaganda. Have you stopped to consider that Wikileaks…"
https://medium.com/tag/hillary-clinton,Web Page,Hillary Clinton – Medium,,"Read writing about Hillary Clinton. Every day, thousands of voices read, write, and share important stories on Medium about Hillary Clinton."
https://medium.com/tag/democrats,Web Page,Democrats – Medium,,"Read writing about Democrats. Every day, thousands of voices read, write, and share important stories on Medium about Democrats."
https://medium.com/@yesROSEMARIE/following,Web Page,People followed by Rosemarie Alejandrino,,Rosemarie Alejandrino follows 128 people on Medium.
https://medium.com/tag/bernie-sanders,Web Page,Bernie Sanders – Medium,,"Read writing about Bernie Sanders. Every day, thousands of voices read, write, and share important stories on Medium about Bernie Sanders."
https://medium.com/@yesROSEMARIE/followers,Web Page,People following Rosemarie Alejandrino,,96 people follow Rosemarie Alejandrino on Medium.
https://medium.com/@yesROSEMARIE/has-recommended,Web Page,Rosemarie Alejandrino – Recommends,,"Stories recommended by Rosemarie Alejandrino on Medium. I mostly matter on Twitter, but only to myself. @yesROSEMARIE"
https://medium.com/@yesROSEMARIE/highlights,Web Page,Rosemarie Alejandrino – Highlights,,"Stories highlighted by Rosemarie Alejandrino on Medium. I mostly matter on Twitter, but only to myself. @yesROSEMARIE"
https://medium.com/@yesROSEMARIE/what-my-twitter-says-about-me-an-adventure-in-data-journalism-7c6cd1f358af,Web Page,What my Twitter says about me: An adventure in data journalism,Rosemarie Alejandrino,"I’ve noticed lately that data visualization is really popular on Medium, and in the journalism industry in general. So I decided to do what I do best and jump on yet another social media bandwagon…"
https://medium.com/the-secret-history-of-america/i-watched-the-apprentice-so-you-dont-have-to-4ec0e1f59790,Web Page,I Watched “The Apprentice” So You Don’t Have To – Secret History of America,Rosemarie Alejandrino,The show’s brand of petty tension and low-stakes drama is perfect when taken in the week-to-week doses for which it was intended. But I definitely do not recommend trying to watch as many episodes of…
https://medium.com/@missbreton/followers,Web Page,People following Ana Breton,,105 people follow Ana Breton on Medium.
https://medium.com/@yesROSEMARIE/latest,Web Page,Rosemarie Alejandrino – Latest,,"Latest stories published by Rosemarie Alejandrino on Medium. I mostly matter on Twitter, but only to myself. @yesROSEMARIE"
https://medium.com/@missbreton/latest,Web Page,Ana Breton – Latest,,"Latest stories published by Ana Breton on Medium. Digital Producer @ Full Frontal with Samantha Bee. Director of Photography/Editor for UCB, NYC. Will probably donate to your Kickstarter."
https://medium.com/@missbreton/following,Web Page,People followed by Ana Breton,,Ana Breton follows 126 people on Medium.
https://medium.com/@missbreton/has-recommended,Web Page,Ana Breton – Recommends,,"Stories recommended by Ana Breton on Medium. Digital Producer @ Full Frontal with Samantha Bee. Director of Photography/Editor for UCB, NYC. Will probably donate to your Kickstarter."
https://medium.com/@missbreton/highlights,Web Page,Ana Breton – Highlights,,"Stories highlighted by Ana Breton on Medium. Digital Producer @ Full Frontal with Samantha Bee. Director of Photography/Editor for UCB, NYC. Will probably donate to your Kickstarter."
https://medium.com/the-secret-history-of-america/search,Web Page,Search – Secret History of America – Medium,,Search writing on Secret History of America New Essays in American Studies from UC Berkeley.
https://medium.com/the-secret-history-of-america/tagged/racism,Web Page,Racism – Secret History of America – Medium,,Read writing about Racism in Secret History of America. New Essays in American Studies from UC Berkeley.
https://medium.com/the-secret-history-of-america/tagged/our-turn-now,Web Page,Our Turn Now – Secret History of America – Medium,,Read writing about Our Turn Now in Secret History of America. New Essays in American Studies from UC Berkeley.
https://medium.com/the-secret-history-of-america/tagged/secret-history-of-america,Web Page,Secret History Of America – Secret History of America – Medium,,Read writing about Secret History Of America in Secret History of America. New Essays in American Studies from UC Berkeley.
https://medium.com/tag/culture,Web Page,Culture – Medium,,"Read writing about Culture. Every day, thousands of voices read, write, and share important stories on Medium about Culture."
https://medium.com/tag/philippines,Web Page,Philippines – Medium,,"Read writing about Philippines. Every day, thousands of voices read, write, and share important stories on Medium about Philippines."
https://medium.com/tag/pop-culture,Web Page,Pop Culture – Medium,,"Read writing about Pop Culture. Every day, thousands of voices read, write, and share important stories on Medium about Pop Culture."
https://medium.com/tag/filipino,Web Page,Filipino – Medium,,"Read writing about Filipino. Every day, thousands of voices read, write, and share important stories on Medium about Filipino."
https://medium.com/the-secret-history-of-america/the-secret-history-of-america-8e919bcd1791,Web Page,"The Secret History of America, Part II – Secret History of America",Michael Mark Cohen,"Who writes the secret history of America? Any of us and all of us can, do, and in this class we will try. This seminar looks at how politics becomes fiction and fiction becomes politics. Naturally…"
https://medium.com/the-secret-history-of-america/the-myth-of-texas-is-alive-and-unwell-f0c3fc15c37f,Web Page,The myth of Texas is alive and unwell. – Secret History of America,Adam Iscoe,My grandfather died when he was ready or maybe sometime after that. And before that he was born in New York City during the Great Depression and reared in Quebec where he skied to a four-room…
https://medium.com/@michaelcohen,Web Page,Michael Mark Cohen – Medium,,"Read writing from Michael Mark Cohen on Medium. Father, husband & American Studies Professor at UC Berkeley. Believer in Honeybees, Gramsci, Messi, a Sazerac and the One Big Union."
https://medium.com/@iscoe.adam,Web Page,Adam Iscoe – Medium,,"Read writing from Adam Iscoe on Medium. @imnotadam. Every day, Adam Iscoe and thousands of other voices read, write, and share important stories on Medium."
https://medium.com/the-secret-history-of-america/im-one-of-the-lucky-ones-370fc309acc1,Web Page,I’m One of the Lucky Ones – Secret History of America,Valerie Pacheco,"On November 17, 2016, I woke up at 6am to catch the bus that would take me and other UC Berkeley students to San Francisco. We were going to protest the tuition hikes proposed by the Regents of the…"
https://medium.com/@v.pacheco,Web Page,Valerie Pacheco – Medium,,"Read writing from Valerie Pacheco on Medium. . Every day, Valerie Pacheco and thousands of other voices read, write, and share important stories on Medium."
https://medium.com/the-secret-history-of-america/i-dont-remember-9-11-84598c088fbd,Web Page,I don’t remember 9/11. – Secret History of America,Kristen Wilson,"I was six — a first-grader — that September, and I have no memories of it. No memory of hearing about the first plane, no memory of watching the second plane, no memory of my parents or teacher…"
https://medium.com/the-secret-history-of-america/our-turn-now-3757bfab244d,Web Page,#OUR TURN NOW – Secret History of America,Michael Mark Cohen,"The 2016 Election is approaching and we are all obsessed and appalled, deeply engaged and sick of this crap. But most importantly, we will not stay silent. As young voters — some voting for the first…"
https://medium.com/@kristenwilson,Web Page,Kristen Wilson – Medium,,"Read writing from Kristen Wilson on Medium. . Every day, Kristen Wilson and thousands of other voices read, write, and share important stories on Medium."
https://medium.com/the-secret-history-of-america/the-evangelical-split-when-policies-trump-ethics-1ba1474718bf,Web Page,The Evangelical Split: When Policies Trump Ethics – Secret History of America,Elisabeth Larson,"“It was a system in which the hierarchy of the leadership was such that by and large people agreed with it implicitly,” my father recalls, speaking of the church that my parents found themselves…"
https://medium.com/@elisabethjlarson,Web Page,Elisabeth Larson – Medium,,"Read writing from Elisabeth Larson on Medium. :+). Every day, Elisabeth Larson and thousands of other voices read, write, and share important stories on Medium."
https://medium.com/the-secret-history-of-america/preaching-to-the-choir-fb52eaa9521b,Web Page,Preaching to the Choir – Secret History of America,Anthony Gilmore,"“Amazing grace how we sweet the sound,
That saved a wretch like me.
I once was lost but now I’m found
Was blind but now I see.” Time seemed to stop as the President of the United States paused deeply…"
https://medium.com/@ajgilmore,Web Page,Anthony Gilmore – Medium,,"Read writing from Anthony Gilmore on Medium. . Every day, Anthony Gilmore and thousands of other voices read, write, and share important stories on Medium."
https://medium.com/the-secret-history-of-america/the-problem-with-pantsuits-dfb1eb2ecec1,Web Page,The Problem With Pantsuits – Secret History of America,Sally Littlefield,"Hillary Rodham Clinton, patron saint of the pantsuit, appeared to me in the moment I needed her most: in the midst of a debilitating crisis of faith in feminism. It was summer 2014 and I’d flown…"
https://medium.com/@sallylittlefield,Web Page,Sally Littlefield – Medium,,"Read writing from Sally Littlefield on Medium. . Every day, Sally Littlefield and thousands of other voices read, write, and share important stories on Medium."
https://medium.com/the-secret-history-of-america/about,Web Page,About Secret History of America – Medium,,Read more about Secret History of America. New Essays in American Studies from UC Berkeley.
https://medium.com/tag/colors,Web Page,Colors – Medium,,"Read writing about Colors. Every day, thousands of voices read, write, and share important stories on Medium about Colors."
https://medium.com/tag/design,Web Page,Design – Medium,,"Read writing about Design. Every day, thousands of voices read, write, and share important stories on Medium about Design."
https://medium.com/the-secret-history-of-america/all,Web Page,Secret History of America – All stories,,New Essays in American Studies from UC Berkeley
https://medium.com/tag/pantone,Web Page,Pantone – Medium,,"Read writing about Pantone. Every day, thousands of voices read, write, and share important stories on Medium about Pantone."
https://medium.com/@ade3/following,Web Page,People followed by Adrian Hanft,,Adrian Hanft follows 1340 people on Medium.
https://medium.com/tag/fashion,Web Page,Fashion – Medium,,"Read writing about Fashion. Every day, thousands of voices read, write, and share important stories on Medium about Fashion."
https://medium.com/@ade3/followers,Web Page,People following Adrian Hanft,,3683 people follow Adrian Hanft on Medium.
https://medium.com/@ade3/latest,Web Page,Adrian Hanft – Latest,,Latest stories published by Adrian Hanft on Medium. Trying to survive the zombie apocalypse by designing things that hopefully bring joy to the like-minded travelers I encounter.
https://medium.com/@ade3/a-reflection-in-birds-d22db665d8d5,Web Page,A Reflection in Birds,Adrian Hanft,"Last Sunday I needed to make a decision. I was debating leaving my job, unsure which way to go. So I went for a run in search of clarity. I hit the trail dressed in black, only my white head exposed…"
https://medium.com/@ade3/has-recommended,Web Page,Adrian Hanft – Recommends,,Stories recommended by Adrian Hanft on Medium. Trying to survive the zombie apocalypse by designing things that hopefully bring joy to the like-minded travelers I encounter.
https://medium.com/@ade3/responses,Web Page,Adrian Hanft – Responses,,Responses published by Adrian Hanft on Medium. Trying to survive the zombie apocalypse by designing things that hopefully bring joy to the like-minded travelers I encounter.
https://medium.com/@ade3/highlights,Web Page,Adrian Hanft – Highlights,,Stories highlighted by Adrian Hanft on Medium. Trying to survive the zombie apocalypse by designing things that hopefully bring joy to the like-minded travelers I encounter.
https://medium.com/@ade3/that-inspiration-stuck-in-your-teeth-4674a6fd75b,Web Page,That Inspiration Stuck in Your Teeth,Adrian Hanft,"For me the experience more closely resembles a tiny piece of food that gets stuck between your teeth. When you first feel it, it is just a slight pressure, a vague awareness of something requesting…"
https://medium.com/defiant/tagged/defiant-science,Web Page,Defiant Science – Defiant – Medium,,Read writing about Defiant Science in Defiant. We are the loyal opposition.
https://medium.com/defiant/tagged/defiant-media,Web Page,Defiant Media – Defiant – Medium,,Read writing about Defiant Media in Defiant. We are the loyal opposition.
https://medium.com/defiant/tagged/defiant-politics,Web Page,Defiant Politics – Defiant – Medium,,Read writing about Defiant Politics in Defiant. We are the loyal opposition.
https://medium.com/@ade3/fingerprints-on-the-feculence-2c868de5649b,Web Page,Fingerprints on the Feculence,Adrian Hanft,"I sold my most popular Wordpress plugin a couple years ago. It had a million installs and hadn’t earned me a penny of income. Sure, I could have pumped it with ads and earned a few bucks sooner, but…"
https://medium.com/defiant/tagged/defiant-sex,Web Page,Defiant Sex – Defiant – Medium,,Read writing about Defiant Sex in Defiant. We are the loyal opposition.
https://medium.com/defiant/we-are-defiant-c98d7a3ced04,Web Page,We Are Defiant – Defiant,Defiant,"Thank you, Donald Trump. Thank you, Republican Party. Thank you, racists, misogynists, homophobes, transphobes and bullies. Thank you, climate-deniers. Thank you for showing us where America rots…"
https://medium.com/@loyal_oppo,Web Page,Defiant – Medium,,"Read writing from Defiant on Medium. The loyal opposition. Every day, Defiant and thousands of other voices read, write, and share important stories on Medium."
